Gene	Gene
ARPC1B	NDNE
DENND6A	NDNE
TRIM40	NDNE
KCNK7	NDNE
C1orf35	NDNE
DDO	NDNE
BHLHE23	NDNE
LYL1	NDNE
TPD52L3	NDNE
VASH1	NDNE
CSRNP3	NDNE
HNRNPA1	NDNE
GDI2	NDNE
TRIQK	NDNE
FCER1G	NDNE
SLC35A5	NDNE
CARKD	NDNE
TCP1	NDNE
RPL35	NDNE
KIF27	NDNE
HDDC3	NDNE
HTR3E	NDNE
TTC13	NDNE
ARHGAP11A	NDNE
OR6T1	NDNE
LHFPL5	NDNE
TSN	NDNE
ACOT12	NDNE
TRAPPC12	NDNE
NOL9	NDNE
IL17C	NDNE
TMEM205	NDNE
RPL11	NDNE
ACOX1	NDNE
NSA2	NDNE
CERK	NDNE
MRPL53	NDNE
FAM231B	NDNE
LMBR1	NDNE
TRIM31	NDNE
RNF169	NDNE
PROSER3	NDNE
TEKT3	NDNE
OR2T12	NDNE
ZNF461	NDNE
KLRF2	NDNE
GSTO1	NDNE
YIPF1	NDNE
NLRP10	NDNE
NUDT6	NDNE
ARPC4	NDNE
PRR13	NDNE
CTSO	NDNE
RNLS	NDNE
HACL1	NDNE
MAPK11	NDNE
TMEM141	NDNE
IQCG	NDNE
TMEM159	NDNE
SIRPB2	NDNE
CALM2	NDNE
C1orf112	NDNE
RIBC2	NDNE
PRKCE	NDNE
MACROD1	NDNE
ACSF2	NDNE
XYLT2	NDNE
KDM3B	NDNE
SCNM1	NDNE
ZDHHC17	NDNE
C16orf97	NDNE
CDK5RAP3	NDNE
PDK1	NDNE
VPS25	NDNE
ENHO	NDNE
TRPV5	NDNE
DEGS2	NDNE
VDAC2	NDNE
BTNL3	NDNE
GRIK2	NDNE
KBTBD8	NDNE
ZNF737	NDNE
C19orf67	NDNE
CDC42SE1	NDNE
OR13G1	NDNE
NOL4L	NDNE
USP15	NDNE
MTL5	NDNE
OR8D1	NDNE
XRN2	NDNE
JAKMIP1	NDNE
DOCK3	NDNE
TMEM192	NDNE
USP6NL	NDNE
C16orf72	NDNE
C3orf67	NDNE
CAMK2G	NDNE
DRG1	NDNE
C9orf78	NDNE
PREP	NDNE
SMARCD1	NDNE
GOLGA6B	NDNE
ARHGDIB	NDNE
PLIN3	NDNE
CMTM3	NDNE
SDC1	NDNE
HNRNPM	NDNE
E2F2	NDNE
OSBPL8	NDNE
NDUFB5	NDNE
ARHGEF7	NDNE
MOG	NDNE
C11orf57	NDNE
C8orf44	NDNE
C11orf31	NDNE
TGFBI	NDNE
KLK5	NDNE
MLF2	NDNE
PIEZO1	NDNE
TEKT1	NDNE
RWDD2B	NDNE
LCN12	NDNE
COPZ1	NDNE
GPR89A	NDNE
RNMT	NDNE
MBD1	NDNE
DLAT	NDNE
RAB11FIP5	NDNE
TMEM106A	NDNE
KCNH4	NDNE
EN2	NDNE
KLRD1	NDNE
ZNF792	NDNE
GLTSCR2	NDNE
PCDHGA12	NDNE
GSTP1	NDNE
CPD	NDNE
VEGFB	NDNE
PPP1R9A	NDNE
DNAH10OS	NDNE
OR2M3	NDNE
GCSAML	NDNE
LRWD1	NDNE
TPD52L1	NDNE
FNBP1	NDNE
FBXO24	NDNE
C16orf13	NDNE
CHTOP	NDNE
RETNLB	NDNE
ZBTB41	NDNE
C3orf22	NDNE
SEMA6B	NDNE
FAM71F2	NDNE
SIRPA	NDNE
TBC1D28	NDNE
TRIM27	NDNE
KRT74	NDNE
RCN1	NDNE
MS4A1	NDNE
PCDHGC5	NDNE
ZNF3	NDNE
RBM26	NDNE
NMRK2,ITGB1BP3	NDNE
FBXO21	NDNE
PLEKHM2	NDNE
UPP1	NDNE
KIAA1161	NDNE
NEXN	NDNE
ZNF707	NDNE
C2orf57	NDNE
CPNE1	NDNE
MBLAC1	NDNE
SMUG1	NDNE
BTN2A1	NDNE
SCAI	NDNE
TMEM233	NDNE
PPP1R14B	NDNE
EME2	NDNE
FOXD4	NDNE
BZRAP1	NDNE
TNFRSF1B	NDNE
PCDHA4	NDNE
MYCBPAP	NDNE
MAST4	NDNE
COMMD3-BMI1	NDNE
C4orf36	NDNE
SYNDIG1L	NDNE
ZNF382	NDNE
MTMR12	NDNE
GBAS	NDNE
GALR1	NDNE
HIST1H1B	NDNE
GABRB2	NDNE
ZNF304	NDNE
CDK2AP2	NDNE
FAM32A	NDNE
SCEL	NDNE
KCTD7	NDNE
EMC10	NDNE
PLA2G2F	NDNE
ZMYM5	NDNE
BPNT1	NDNE
FOXRED2	NDNE
ZNF583	NDNE
OXSM	NDNE
TMEM5	NDNE
TMEM33	NDNE
PLAC9	NDNE
ERP44	NDNE
CYP4A22	NDNE
PPAP2C	NDNE
MARCO	NDNE
C22orf15	NDNE
PCP4	NDNE
GALK2	NDNE
PREX2	NDNE
TCFL5	NDNE
C15orf41	NDNE
PRR20B	NDNE
POLI	NDNE
GCC1	NDNE
FAM26D	NDNE
FAM110A	NDNE
DCSTAMP,TM7SF4	NDNE
ZNF587B	NDNE
HIRIP3	NDNE
STAU2	NDNE
ASF1B	NDNE
CST9L	NDNE
KIAA2013	NDNE
CCNO	NDNE
LRSAM1	NDNE
SFT2D3	NDNE
RAB5C	NDNE
ZNF76	NDNE
FARSA	NDNE
PPP1R1B	NDNE
ZNF541	NDNE
KRTAP1-4	NDNE
PACS2	NDNE
C2orf54	NDNE
ZNF106	NDNE
ZNF175	NDNE
DUOXA1	NDNE
ABHD14A	NDNE
MAPK15	NDNE
KIAA1467	NDNE
BEST4	NDNE
PDE12	NDNE
ZCCHC2	NDNE
PLCD1	NDNE
KRTAP5-8	NDNE
DND1	NDNE
BLID	NDNE
SNIP1	NDNE
BARHL1	NDNE
TMEM102	NDNE
ARSI	NDNE
PDE6C	NDNE
SLC37A3	NDNE
SLC7A4	NDNE
ITGB5	NDNE
POLR2J3	NDNE
AMFR	NDNE
OXER1	NDNE
SLC35C2	NDNE
NCAPD3	NDNE
UNC93B1	NDNE
CLK1	NDNE
CRLF3	NDNE
ATP1A4	NDNE
CLEC2A	NDNE
C19orf53	NDNE
CEND1	NDNE
NANOS3	NDNE
MSRB2	NDNE
TAS2R14	NDNE
TFF2	NDNE
ZNF138	NDNE
LRRC3B	NDNE
INMT-FAM188B	NDNE
KRTAP5-6	NDNE
CCM2L	NDNE
TTK	NDNE
TTC23	NDNE
WDR26	NDNE
TMEM9	NDNE
MAPK13	NDNE
HRH1	NDNE
REEP6	NDNE
POLR3E	NDNE
NEU2	NDNE
PSMD8	NDNE
CEMP1	NDNE
FAM134A	NDNE
TRAM2	NDNE
VPS37D	NDNE
HTN3	NDNE
HCN2	NDNE
FAM162A	NDNE
MSMP	NDNE
ECHS1	NDNE
LRCH1	NDNE
ZNF107	NDNE
NUPL2	NDNE
UQCRFS1	NDNE
NOSIP	NDNE
KLF16	NDNE
CD52	NDNE
GDAP1L1	NDNE
ZC3HAV1L	NDNE
SYF2	NDNE
NT5DC4	NDNE
GPR157	NDNE
ETV4	NDNE
RHPN1	NDNE
DEK	NDNE
ILDR2	NDNE
ZNF321P	NDNE
GPR153	NDNE
KHNYN	NDNE
ZNF500	NDNE
SLCO1B3	NDNE
C5orf51	NDNE
NFYC	NDNE
C19orf47	NDNE
SAMD14	NDNE
ZSCAN2	NDNE
UBE2S	NDNE
CCDC132	NDNE
SPRR2G	NDNE
KRT81,KRTHB1	NDNE
FER	NDNE
PAEP	NDNE
ZNF770	NDNE
AGPAT3	NDNE
DIS3L2	NDNE
TRIB2	NDNE
NCAPG	NDNE
ABCC5	NDNE
API5	NDNE
TRPA1	NDNE
PLXDC2	NDNE
UBE2Q1	NDNE
ANAPC13	NDNE
OR52K2	NDNE
CACNA1E	NDNE
ZNF436-AS1	NDNE
C18orf8	NDNE
GYPB	NDNE
SLFNL1	NDNE
TBCC	NDNE
RAB17	NDNE
PNOC	NDNE
RAB11FIP3	NDNE
DARS	NDNE
ISM2	NDNE
ZNF528	NDNE
GNG2	NDNE
SLC25A45	NDNE
ULK1	NDNE
CLDN19	NDNE
ACKR4	NDNE
C1orf189	NDNE
OR10H2	NDNE
ATP11A	NDNE
OR2A42	NDNE
FOXL2NB	NDNE
ELOVL5	NDNE
NDUFC2	NDNE
CENPT	NDNE
ADD3	NDNE
MBOAT1	NDNE
KIF2B	NDNE
LIMD2	NDNE
OTOS	NDNE
HIST1H2BN	NDNE
HIATL1	NDNE
CRCP	NDNE
PDK4	NDNE
GATAD1	NDNE
PRR23A	NDNE
C5orf63	NDNE
CALML6	NDNE
ABCC4	NDNE
AMER3	NDNE
KRTAP19-5	NDNE
ZCCHC10	NDNE
C10orf91	NDNE
CREBZF	NDNE
TUBE1	NDNE
MED27	NDNE
UQCRC1	NDNE
DNAJC3	NDNE
OR8B8	NDNE
C18orf62,SMIM21	NDNE
OR1N2	NDNE
RARRES3	NDNE
LEKR1	NDNE
SPRR2E	NDNE
CMTM6	NDNE
ZSWIM2	NDNE
ABHD17C	NDNE
TRIM74	NDNE
MYRFL	NDNE
ZNF474	NDNE
ADRBK2	NDNE
SLC7A6OS	NDNE
GZMK	NDNE
PABPN1L	NDNE
PPIE	NDNE
ARMC12	NDNE
CELA2A	NDNE
PCDHB2	NDNE
LDLRAD1	NDNE
SOWAHB	NDNE
QTRTD1	NDNE
CASKIN2	NDNE
ARHGEF17	NDNE
ZCCHC11	NDNE
LINC00998	NDNE
B3GNTL1	NDNE
ITLN2	NDNE
CCDC71L	NDNE
SARNP	NDNE
TGOLN2	NDNE
STAM2	NDNE
MTMR10	NDNE
OR1J2	NDNE
TANK	NDNE
NAA15	NDNE
ACAD9	NDNE
KLRF1	NDNE
MUC6	NDNE
ZNF322	NDNE
SNX25	NDNE
LANCL2	NDNE
MMD	NDNE
UGGT1	NDNE
THEG	NDNE
COMMD3	NDNE
SKA3	NDNE
TMEM70	NDNE
STX5	NDNE
WIPI2	NDNE
KLHL24	NDNE
TRAPPC13	NDNE
PLA2G5	NDNE
LYSMD1	NDNE
CASP5	NDNE
IL1RN	NDNE
H2AFX	NDNE
LRRIQ1	NDNE
LY96	NDNE
PSTPIP2	NDNE
GOLGA6A	NDNE
MRPL38	NDNE
CREG2	NDNE
SLC39A9	NDNE
POLR2J	NDNE
FAM86C1	NDNE
PRMT7	NDNE
ARL16	NDNE
C1orf115	NDNE
FAM65A	NDNE
CTDSPL2	NDNE
CMTM4	NDNE
CPE	NDNE
C9orf153	NDNE
C19orf66	NDNE
RNASE3	NDNE
CHST5	NDNE
BCAR3	NDNE
RHOH	NDNE
DENR	NDNE
PHPT1	NDNE
IKBIP	NDNE
GRM4	NDNE
PLBD1	NDNE
LEPROT	NDNE
ACAP1	NDNE
SPECC1	NDNE
THEGL	NDNE
LPHN2	NDNE
CAPZA3	NDNE
AGTPBP1	NDNE
GTF3A	NDNE
CMTR1	NDNE
ARL9	NDNE
NKAPL	NDNE
HEBP2	NDNE
CYB5R4	NDNE
DBF4B	NDNE
LRP2BP	NDNE
PRKAA2	NDNE
AGGF1	NDNE
NR1D2	NDNE
SGOL2	NDNE
RSPH6A	NDNE
SRSF7	NDNE
OR3A3	NDNE
ALS2CL	NDNE
DIEXF	NDNE
C14orf37	NDNE
CLDN12	NDNE
IAPP	NDNE
CYP2A13	NDNE
CAPG	NDNE
BLOC1S5-TXNDC5	NDNE
TECRL	NDNE
ALG11	NDNE
TIMM13	NDNE
ATG10	NDNE
FGFBP1	NDNE
WDR45B	NDNE
MAN1A1	NDNE
IFITM5	NDNE
NUTM2G	NDNE
HECA	NDNE
RPL27	NDNE
SNRPF	NDNE
REPS1	NDNE
BHLHA9	NDNE
RRP15	NDNE
C16orf58	NDNE
FANCD2OS	NDNE
CD1E	NDNE
HEXIM2	NDNE
NSUN4	NDNE
TRAP1	NDNE
ZNF586	NDNE
DUX4L3	NDNE
ADORA2B	NDNE
CLGN	NDNE
FMO1	NDNE
TMEM72	NDNE
ZNF202	NDNE
SLC35B4	NDNE
SLC22A9	NDNE
UNC50	NDNE
ALKBH5	NDNE
MTERF1	NDNE
SLC28A3	NDNE
LDHAL6B	NDNE
ZNF337	NDNE
SUSD3	NDNE
AKR1C1	NDNE
SERTAD1	NDNE
PTAR1	NDNE
REEP4	NDNE
PTCHD2	NDNE
SRBD1	NDNE
SLC26A7	NDNE
TMEM256-PLSCR3	NDNE
PELP1	NDNE
ZNF677	NDNE
PHF11	NDNE
ZNF729	NDNE
LOXHD1	NDNE
RGS9BP	NDNE
RNF122	NDNE
LAMP1	NDNE
CDC42BPA	NDNE
ARIH2	NDNE
TCTN3	NDNE
NIPSNAP1	NDNE
EVA1A	NDNE
CYP4X1	NDNE
RNF20	NDNE
ST8SIA1	NDNE
RALYL	NDNE
KRTAP19-3	NDNE
GALNT14	NDNE
COG7	NDNE
CSPG5	NDNE
PTX4	NDNE
MED12L	NDNE
FAM230A	NDNE
IQCH	NDNE
SCAF4	NDNE
EXOC8	NDNE
RABEP1	NDNE
SLC4A3	NDNE
RARRES2	NDNE
TMEM44	NDNE
RMDN3	NDNE
BOLA1	NDNE
STX10	NDNE
MAT2B	NDNE
CRYGN	NDNE
GPX2	NDNE
LZTR1	NDNE
CACNG4	NDNE
RNGTT	NDNE
LACTBL1	NDNE
SF3A2	NDNE
ZNF331	NDNE
BCL2L10	NDNE
ANKRD45	NDNE
HS6ST3	NDNE
ZNF234	NDNE
AADAT	NDNE
PYDC1	NDNE
S100A7	NDNE
KREMEN1	NDNE
MARCH7	NDNE
OR5AK2	NDNE
OR51B6	NDNE
DUSP2	NDNE
ZNF396	NDNE
PTAFR	NDNE
NCOA2	NDNE
GGT7	NDNE
ZNF99	NDNE
TRNAU1AP	NDNE
DPH2	NDNE
XPNPEP1	NDNE
DUSP27	NDNE
ITPRIPL1	NDNE
TMEM177	NDNE
CEP164	NDNE
HIST1H4H	NDNE
NAP1L5	NDNE
DFFB	NDNE
DHX57	NDNE
LRRC2-AS1	NDNE
CKAP5	NDNE
RHOT2	NDNE
POP5	NDNE
TBC1D19	NDNE
SMKR1	NDNE
INTS9	NDNE
CHST4	NDNE
ZNF263	NDNE
VSIG2	NDNE
UQCRH	NDNE
NPVF	NDNE
SLC30A2	NDNE
C10orf62	NDNE
TUBGCP2	NDNE
NPHP4	NDNE
OR4K5	NDNE
ALG10	NDNE
MRPL17	NDNE
CPNE7	NDNE
ARL6IP6	NDNE
TAOK1	NDNE
HIST1H1C	NDNE
GAD2	NDNE
SIK2	NDNE
PAFAH1B3	NDNE
CYP2B6	NDNE
CYB5R1	NDNE
MSANTD2	NDNE
APBA3	NDNE
CRTAM	NDNE
TBC1D30	NDNE
MEGF6	NDNE
DDX25	NDNE
FOXD4L5	NDNE
PLIN1	NDNE
FAM84A	NDNE
UGT2B4	NDNE
TMEM247	NDNE
SAP130	NDNE
HIST1H2BD	NDNE
SH3BGRL3	NDNE
HAVCR1	NDNE
GLT8D2	NDNE
TMEM194A	NDNE
MYO6	NDNE
TTLL1	NDNE
SYT9	NDNE
PABPC1	NDNE
MRPS22	NDNE
FAM171A2	NDNE
RGS7	NDNE
ESCO1	NDNE
MAP3K10	NDNE
ADRA2A	NDNE
SMARCD3	NDNE
SIRT4	NDNE
ERGIC2	NDNE
GRK5	NDNE
SLC17A4	NDNE
MR1	NDNE
PANK4	NDNE
NDRG4	NDNE
TTC32	NDNE
ORAI2	NDNE
MCMBP	NDNE
ATXN2L	NDNE
METTL3	NDNE
RPRD1B	NDNE
AK4	NDNE
NAT8L	NDNE
GGT5	NDNE
GRK7	NDNE
UCN3	NDNE
OGDHL	NDNE
ANG	NDNE
CDKN2AIPNL	NDNE
C12orf76	NDNE
CYP3A4	NDNE
ARHGAP19	NDNE
USP40	NDNE
C6orf136	NDNE
HP1BP3	NDNE
SASS6	NDNE
HN1	NDNE
ZMYM6NB	NDNE
OR5K1	NDNE
MOB1A	NDNE
GPR27	NDNE
EI24	NDNE
MAP1S	NDNE
C4orf46	NDNE
C2orf81	NDNE
GPRC5C	NDNE
ZNF354C	NDNE
HSPA1B	NDNE
GLYATL1	NDNE
CLEC9A	NDNE
GPR17	NDNE
PRR19	NDNE
DOCK7	NDNE
ADAMTSL2	NDNE
NAIF1	NDNE
STEAP3	NDNE
GUCA2A	NDNE
HIST1H2BA	NDNE
CFL2	NDNE
LTF	NDNE
ZCCHC6	NDNE
KCNMB1	NDNE
METTL15	NDNE
PRDM4	NDNE
CAPZA1	NDNE
KIAA2026	NDNE
CD59	NDNE
UQCC3	NDNE
ZFP62	NDNE
PLA2G12B	NDNE
TVP23C	NDNE
RGS13	NDNE
TP53TG3	NDNE
WHSC1L1	NDNE
NR4A1	NDNE
ACR	NDNE
DLEC1	NDNE
ANKRD13D	NDNE
MEPCE	NDNE
DLST	NDNE
CPA3	NDNE
TRIM58	NDNE
LOXL4	NDNE
NIT1	NDNE
ZNF574	NDNE
TSPAN5	NDNE
UNC5CL	NDNE
P2RX5-TAX1BP3	NDNE
RBM47	NDNE
RPS18	NDNE
DHX34	NDNE
THUMPD3	NDNE
FNDC7	NDNE
MMP23B	NDNE
GPRIN1	NDNE
MYO1H	NDNE
HYPK	NDNE
LPHN1	NDNE
IDO2	NDNE
S100A9	NDNE
NLRP4	NDNE
CCK	NDNE
PRR30	NDNE
ADAMTSL4	NDNE
SYT17	NDNE
POTEB2	NDNE
TBC1D26	NDNE
RBAK	NDNE
AMMECR1L	NDNE
ARHGAP33	NDNE
SERPINB3	NDNE
ATXN1L	NDNE
COX6B1	NDNE
KLF15	NDNE
POTEM	NDNE
NOSTRIN	NDNE
DHX8	NDNE
UVSSA	NDNE
CLUAP1	NDNE
CNOT4	NDNE
VCPIP1	NDNE
NAPSA	NDNE
ZBTB2	NDNE
HIST2H2BF	NDNE
OR5AU1	NDNE
ZNF19	NDNE
HEY1	NDNE
HOOK1	NDNE
TAGLN3	NDNE
ARTN	NDNE
STK4	NDNE
TMEM65	NDNE
NUTM2D	NDNE
DGKE	NDNE
SERF1B	NDNE
AP4S1	NDNE
ZNF653	NDNE
SPACA3	NDNE
TANGO6	NDNE
RBBP4	NDNE
IRG1	NDNE
NPY1R	NDNE
SULT1E1	NDNE
ABHD2	NDNE
DKK4	NDNE
ZBTB45	NDNE
SSNA1	NDNE
ID1	NDNE
KLHDC3	NDNE
PALMD	NDNE
INSL6	NDNE
C11orf68	NDNE
ZMAT4	NDNE
LIPJ	NDNE
ZNRD1	NDNE
NDUFA4	NDNE
PSG4	NDNE
KIAA0101	NDNE
MGAT5B	NDNE
VTA1	NDNE
NME9	NDNE
NKX2-8	NDNE
TM9SF2	NDNE
FAM227B	NDNE
MAP2K2	NDNE
PLVAP	NDNE
IL1A	NDNE
GPR3	NDNE
METTL21B	NDNE
GINS4	NDNE
VPS18	NDNE
TPTE2	NDNE
TET1	NDNE
APBA2	NDNE
NIPAL1	NDNE
FKBP9	NDNE
SEC62	NDNE
RHD	NDNE
LSM6	NDNE
SIGLEC10	NDNE
GZMM	NDNE
UBE2Q2L	NDNE
PIP4K2A	NDNE
TAS2R42	NDNE
TPCN1	NDNE
FAM160A1	NDNE
HOOK2	NDNE
NOL11	NDNE
ADD2	NDNE
OPRM1	NDNE
USHBP1	NDNE
CCDC23	NDNE
CDR2	NDNE
THBS4	NDNE
SLIT3	NDNE
LRRC56	NDNE
AXDND1,C1orf125	NDNE
ZNF517	NDNE
PIWIL3	NDNE
SEC24A	NDNE
SLC27A2	NDNE
VASN	NDNE
CHST1	NDNE
LCE1F	NDNE
CIAO1	NDNE
OCIAD2	NDNE
SYNM	NDNE
DEFB104A	NDNE
IFIT1B	NDNE
GFOD2	NDNE
CENPL	NDNE
SPINT3	NDNE
ELL3	NDNE
IGDCC4	NDNE
ATP2B2	NDNE
SPNS2	NDNE
SMG8	NDNE
CD36	NDNE
IQSEC3	NDNE
SPIN1	NDNE
TRMT2A	NDNE
RASA2	NDNE
PPP2R3A	NDNE
SLC30A3	NDNE
IL36RN	NDNE
PDF	NDNE
FIBIN	NDNE
XAF1	NDNE
VMAC	NDNE
CFC1B	NDNE
SEC31B	NDNE
ZNF775	NDNE
LRRC46	NDNE
APIP	NDNE
GLDC	NDNE
OR13C3	NDNE
KBTBD6	NDNE
CFAP20	NDNE
PANX1	NDNE
ZNF124	NDNE
TADA1	NDNE
LYZL4	NDNE
ZFR2	NDNE
IFNA13	NDNE
NYAP1	NDNE
KRT36	NDNE
ZNF362	NDNE
ADIPOQ	NDNE
ACSL3	NDNE
PHAX	NDNE
TMEM134	NDNE
ABHD15	NDNE
C10orf71	NDNE
JAGN1	NDNE
SGPP1	NDNE
SLC7A6	NDNE
RBM45	NDNE
DPP9	NDNE
OTOR	NDNE
OR3A2	NDNE
PRRC1	NDNE
ISY1-RAB43	NDNE
CD300LD	NDNE
ZNF426	NDNE
SDR16C5	NDNE
DOPEY2	NDNE
RTN1	NDNE
RNF103-CHMP3	NDNE
TRIM52	NDNE
EXOSC9	NDNE
KLHL7	NDNE
SLC2A6	NDNE
HEPN1	NDNE
ENPP6	NDNE
CD38	NDNE
RGS21	NDNE
ATAD3B	NDNE
ACIN1	NDNE
C6orf222	NDNE
PCMTD2	NDNE
SH3D21	NDNE
FAM111A	NDNE
FAM229A	NDNE
PODNL1	NDNE
FAM184B	NDNE
TRIM73	NDNE
RPL22	NDNE
IFNA1	NDNE
C17orf62	NDNE
CARF	NDNE
FAM204A	NDNE
EPHA7	NDNE
TCF20	NDNE
SCRN3	NDNE
KIR3DL3	NDNE
SST	NDNE
QRSL1	NDNE
SHANK3	NDNE
ZIM2	NDNE
GPR162	NDNE
FOXK2	NDNE
SLFN13	NDNE
SIKE1	NDNE
RGS9	NDNE
C8G	NDNE
PNRC2	NDNE
UNC119B	NDNE
MSS51	NDNE
DNAJC28	NDNE
UFC1	NDNE
OSGEPL1	NDNE
CWC27	NDNE
RNF207	NDNE
ALDH6A1	NDNE
UBE2QL1	NDNE
TNFSF12	NDNE
C9orf9	NDNE
SCYL2	NDNE
SERPINB12	NDNE
REXO1	NDNE
AP1S3	NDNE
SAT2	NDNE
FUT4	NDNE
TTC24	NDNE
RNF125	NDNE
TM7SF2	NDNE
LUC7L	NDNE
PIGX	NDNE
PFKL	NDNE
BRIX1	NDNE
PON3	NDNE
CKMT2	NDNE
B3GNT8	NDNE
MYBPH	NDNE
PRH2	NDNE
SUCO	NDNE
NRG4	NDNE
ELK4	NDNE
OR4K2	NDNE
PRDM14	NDNE
GRXCR2	NDNE
INTS12	NDNE
CPLX4	NDNE
DUSP11	NDNE
CATSPER1	NDNE
ZNF575	NDNE
ADIPOR2	NDNE
SAMHD1	NDNE
UBE2V1	NDNE
TMEM59	NDNE
SPARCL1	NDNE
TTC9C	NDNE
LRRC8C	NDNE
COA1	NDNE
MORC2	NDNE
UBE2B	NDNE
KRTAP19-2	NDNE
RPS15	NDNE
AEN	NDNE
FAM60A	NDNE
CD72	NDNE
GEM	NDNE
VSTM2A	NDNE
CHST15	NDNE
CDC14A	NDNE
NT5C3B	NDNE
SLC47A1	NDNE
ZMYND15	NDNE
TM4SF5	NDNE
PCDHB5	NDNE
IER5	NDNE
AADAC	NDNE
PFDN4	NDNE
RHBDL2	NDNE
FYCO1	NDNE
HLA-DOB	NDNE
UTRN	NDNE
BID	NDNE
B4GALT2	NDNE
NEK9	NDNE
ERP29	NDNE
BIRC7	NDNE
KRT83,KRTHB3	NDNE
C19orf43	NDNE
TMEM207	NDNE
SREK1	NDNE
CLIC4	NDNE
CCDC64B	NDNE
BAZ2A	NDNE
PLEKHD1	NDNE
ARRDC1	NDNE
SLC35E1	NDNE
HAGHL	NDNE
CNOT6L	NDNE
LINC01551	NDNE
SUN2	NDNE
GPX6	NDNE
DDX10	NDNE
MRI1	NDNE
TMEM244	NDNE
OR9I1	NDNE
OR4D2	NDNE
C9orf64	NDNE
GALNT4	NDNE
UPF3A	NDNE
MTFR1L	NDNE
BAI1	NDNE
PPFIBP2	NDNE
GTF3C5	NDNE
KRT82	NDNE
PDZD3	NDNE
KRTAP5-7	NDNE
PHYKPL	NDNE
KRTAP29-1	NDNE
PAIP2B	NDNE
GTF2A2	NDNE
STRN3	NDNE
ATL1,SPG3A	NDNE
SNX5	NDNE
SRPRB	NDNE
HIST1H2AA	NDNE
ZNF169	NDNE
CSH1	NDNE
CNTRL	NDNE
FAM19A1	NDNE
NADK	NDNE
ANKRD27	NDNE
SEMA3D	NDNE
NT5M	NDNE
PGK2	NDNE
KCNJ12	NDNE
LRRK1	NDNE
PIF1	NDNE
APOBEC3D	NDNE
C6orf25	NDNE
SART1	NDNE
BTRC	NDNE
NAGK	NDNE
DEFB105A	NDNE
MMS22L,C6orf167	NDNE
LTK	NDNE
RUSC2	NDNE
MUC15	NDNE
PM20D1	NDNE
CAMKK2	NDNE
DCDC2C	NDNE
LGALS16	NDNE
FAM78B	NDNE
FLOT2	NDNE
Sep-12	NDNE
AARSD1	NDNE
OXLD1	NDNE
PQLC2	NDNE
MOB4	NDNE
SPO11	NDNE
UQCRQ	NDNE
SLC2A12	NDNE
FAM81B	NDNE
PTH2	NDNE
CCDC64	NDNE
C1orf74	NDNE
SPA17	NDNE
EXD3	NDNE
KRTAP22-2	NDNE
WFDC1	NDNE
CCDC36	NDNE
PPM1L	NDNE
SLC38A4	NDNE
TAS2R43	NDNE
REG3A	NDNE
HSPB3	NDNE
C16orf89	NDNE
FAM118A	NDNE
PRR3	NDNE
LDLRAD4	NDNE
CLSTN1	NDNE
DGKA	NDNE
FJX1	NDNE
CNGA4	NDNE
TYSND1	NDNE
OR10AG1	NDNE
PRH1	NDNE
AP3S1	NDNE
BATF3	NDNE
MYSM1	NDNE
ARL14,ARF7	NDNE
UGT1A8	NDNE
SPATA31A6	NDNE
KRTAP4-3	NDNE
MSMO1	NDNE
STON1	NDNE
AAMDC	NDNE
DKK3	NDNE
DCTN2	NDNE
KBTBD2	NDNE
LILRA4	NDNE
IFIT5	NDNE
NXPH3	NDNE
ABI2	NDNE
TOPAZ1	NDNE
SORBS1	NDNE
TMEM169	NDNE
UNC119	NDNE
SPATA32	NDNE
GZMH	NDNE
PLK5	NDNE
EFCC1	NDNE
ZNF605	NDNE
POLE2	NDNE
CALML5	NDNE
CCDC181	NDNE
OR1L8	NDNE
KCNV1	NDNE
CDKN2AIP	NDNE
OR7C2	NDNE
NFX1	NDNE
USP3	NDNE
NUDT15	NDNE
PLA2G4E	NDNE
C10orf76	NDNE
RCBTB2	NDNE
TMEM185B	NDNE
IRX2	NDNE
TNN	NDNE
ATP12A	NDNE
C3orf14	NDNE
DDX60	NDNE
CDCA2	NDNE
CEACAM18	NDNE
FCN1	NDNE
MSLNL	NDNE
OR5H15	NDNE
KCTD17	NDNE
OOSP1	NDNE
YAE1D1	NDNE
PTGER3	NDNE
PDIA2	NDNE
BTBD11	NDNE
FAM195B	NDNE
NLRP13	NDNE
CORT	NDNE
FSD2	NDNE
DOCK2	NDNE
ZNF559-ZNF177	NDNE
TMEM139	NDNE
SCN4B	NDNE
DHX38	NDNE
SYMPK	NDNE
ZNF22	NDNE
IGLL5	NDNE
KLHDC2	NDNE
CPXM2	NDNE
KCNK6	NDNE
IRAK3	NDNE
CDC37L1	NDNE
HOXA11	NDNE
PLSCR5	NDNE
IFNA8	NDNE
TLR6	NDNE
DGCR14	NDNE
TSPO	NDNE
CLDN10	NDNE
CBR4	NDNE
WDR5	NDNE
ADPRHL2	NDNE
LYRM5	NDNE
VAMP4	NDNE
ITPR3	NDNE
CALB1	NDNE
CACNA1D	NDNE
REXO4	NDNE
HAUS3	NDNE
FAM161B	NDNE
ACER3	NDNE
LY6G6F	NDNE
TMCO3	NDNE
LMTK3	NDNE
ARSK	NDNE
KCTD19	NDNE
RAB11FIP1	NDNE
DBC1,BRINP1	NDNE
ABT1	NDNE
